asin,reviewId,title,content,star
B08BC1Y2NQ,R1Z854VOLYLZ6G,Yootech Wireless Charger,No issues. Does the job with no complaints ;).,5
B091GCXYFP,R187DDTNO6NU4,Great,Works great and comparable with original Apple charger!,5
B0872ZPZT4,R3N40MO6KOOSMC,FAST FAST FAST F* YEAH!,"Great charging adapter. Small, sleek, great looking product!",5
B01MY1WDIU,R291XDH7CMNHL0,Great Item,Worked like a charm in my 2009 G8 GT. I upgraded to a Pioneer AppRadio and didnt like the USB cords hanging from the back to do Android Auto or Applr CarPlay. I installed this in place of the cars cigarette lighter and it has cleaned up the appearance and cords when utilizing my phone with the car,5
B07SPBJZJ5,R1ILT2GDPSN5O3,handy 2 port,like having 2 usb charge ports and longer cable.,5
B01IUTIUEA,R20WSY1DZ3GPTA,Very practical,I really like how easy i can plug all my cable and charge all my device at the same time,5
B01MRLECNF,R34L8A25EZP9QD,Works fantastic!,"Works great! Not much else to say, no more plug and unplug",5
B07YDJ73HB,R2DWZTYHJN6ZMK,no bueno,They only work for about a month then they'll stop working or slow charging I'm on my 3rd one in 2 months,4
B08K8DNVB4,R2CI6G45X7BL7P,Highly recommend,Highly recommend! It has saved so much time for me and also the speed of charging is so great! It really bring my life easier and more convenience.,5
B07M6SKV1Z,R3JPGPB9TJ5ASM,Charges fast,This product was exactly what I was looking for in a wireless charging station. Works great!,5
B07MW4YWQ4,R1L802LTIKQBC4,Husband loves it,Not bas,5
B07GKRR4JH,R5QJLWXX1OHSQ,Love it.,Love this! Charges fast!,5
B01MRLECNF,RN42LTCER9XDW,DOA,"Absolute garbage, arrived DOA. When the AC cord is attached the blue LED pulses on once and immediately starts fading out, doesn't deliver any power to any of the USB ports. I'm used to some of these cheap items failing after the first use or two, this one didn't even work once.

I had purchased this to have a few more USB-A charging ports compared to the Anker PowerPort+5 which works great, but this doesn't work at all.",1
B07T8TRBNQ,R231TXL1L15HXG,Charger Broke Inside the Charging Port,"I've had it for a little over a month. Now I need to shell out for a new phone. Why? Because the charger BROKE OFF and is stuck right in the charging port. I tried everything to get it out--tweezers, safety pins, a needle nose pliers. Forget it. PLEASE save your money and your device--do NOT purchase! I've never had an issue like this with any of the dozens of chargers I have bought from Amazon. The phone is useless if it can't be charged. You've been warned.",1
B09CCS7W4J,R1SKIR438E2X54,Didn't last a month between 2 cables.,The tip fell out of one and the other tip burned.,1
B07PZSXL9J,RRSC2FG68R7AM,Amazing,Very happy with this purchase. The charge time is very fast and I love that I can do multiple devices at once (faster charge if only 1 though). Have recently purchased two additional of the 2x USB ports.,5
B09GJXVHVK,R3BKTMKACUYVYM,Great charger,"I use this by my nightstand to charge my Pixel phone, tablet, fitbit, and power a little light. Works great.",5
B09172JHZR,RNDBZFI27O540,So far so good,"So far this has worked great, I’ve only had it a week but no complaints so far",5
B07Q24ZB79,R1XJ2QLM127BIF,None,Love the size fits on tight on spots outlets to plug,5
B07PM578PW,RSWX4UZK1YTLY,Works good,"Bought this as it seems my S8+ in it's Otterbox Defender is rather picky on charging pads (a competitor's didn't work). Wife has one of these and it worked with my phone, so I got one. Works good, only reason it doesn't get 5 stars is that it's rather picky on exactly where you place the phone on it. But I'd buy again if I needed another one.",4
B08K8DNVB4,RTJ803NW2XSUN,Slow charger,I did not find the charger to charge fast at all. Went back to using my original chargers.,2
B013WQGG1A,R1R5K7KISRCLEU,it's perfect for charging my phone,"I use this when I travel, it's perfect for charging my phone, my husband's phone, and four of our battery banks at once. The cord is fairly long, so it generally sits on the bedside table in a hotel room without a problem.",5
B07KP49H6C,RMJ57FDKRQ26P,Works great,Quick delivery and great value worth the money thank you,5
B089G6RM6Z,RU8S735SPFFT4,A clear winner!,"I bought the Watoe for my wife after two other wireless chargers didn't work. My phone would take forever to charge or my airpods would overheat or the watch could never find the ""sweet"" spot to charge on. The Watoe Wireless is the clear winner, it does just what it says without problems. The phone and watch can be placed at any angle. Adjust it anyway you like, if you want to see your phone during the night or lay it flat if you would rather not look at it. I'm buying a 2nd one for myself.",5
B07P54F2JH,R37YYMK12H7YRO,Does not work well with cases.,"Just as some of the other reviewers stated:

1- The upright charger does not work with a case on.
2- The pad does work with a case, however, very, very slow.",1
B07M6SBD57,R3QJPN9AO8MLUJ,Good product and quality,"It works as expected, quality and design is great, however the price is high for this kind of product.",4
B08S7GXN6R,R84MYCMU5YW3M,Works very well,Like the product does what it’s supposed to do,5
B0773JCTR5,R1IC7DU4SVOKKF,Perfect charging box,"Dual port is a nice feature, little blue light turns on to indicate that it's ON/activated. I like it a lot. Good product.",5
B07H3R4JHM,R36471LRF4I1LP,great travel companion to the EU,Compact and efficient. What more could you ask for?,5
B094JS4CLP,RVHZBIHXN2HQA,Honest review,"Good value if you just need something simple. Just after 2 months it starts to over heat if im using it and you most DEFINITELY can’t ever use both ports at the same time. It like short wires and then neither one of them works. You'll have to unplug everything and wait for it to want to work again. Sometimes the whole thing just like frizzes up and you gotta wait for it to work. This is something you buy as a back up, bot really as your main cube.",2
B07BJ53BPN,R19IJGBR4IADT7,Great value and much needed,Used for shaving equipment for home and for traveling,5
B08MCWXHB4,R17QLAIQ5WG4N5,Greatest charger ever,Love this charger! So inexpensive. Charges amazingly,5
B082VSPSNG,RZA1O900HLLO6,Served its purpose well,Liked the two usb to charge to phones while in the car. Fast charging.,5
B07W624B8K,RPVCLRPJH77NJ,Awesome,My niece freaking loves it!,5
B07KFRRRVP,R3JEBALS2DP3JY,Charges fast !!!!,It charged the cell very fast,5
B09CD8GVY5,R25AWZS7DU912C,Stopped working,These all stopped working. I had my old charger for years. But these… these are awful. I went through all three of these in the matter of 3 months. Every month one after another they all stopped working,1
B07YBV3P8W,R3LO7DIQ9JOVQ1,Will not work with Galaxy S20 Ultra 5G,Does not work with Galaxy S20 Ultra 5G,1
B072F8XP9X,RQ52H17IL8VUA,Perfect,Just what I needed!,5
B08L5NP6NG,R1WA39NV643MCX,Good size for travel,Smaller then I thought but good for travel. Works well for my iPhone 11 (no mag attraction) but when I upgrade to a iPhone 13-14 it will be perfect.,5
B07VVL9MXL,R2K562T05M50PG,Nice charging station,My husband purchased it and loves it. It’s not bulky and sits on his nightstand and keeps his apple products in one place charging. Excellent charging station!,5
B07W6RG6T4,R19FWOWF8V9UAU,Fast fast,Love the fast charge 2.0 for the s10 plus,5
B088CZ9Y47,R16QL4S7POBLPC,"Very compact, charges nicely.","Nice compact design, with the watch recharging unit nicely retracting inside the main phone charging base. Okay build quality for the price.",5
B09N988M1T,R2V64Q769AS6E8,Great product to eliminate cords!,Eliminated four cords. Great product for charging all devices,5
B077XS5LSD,R2G0DVKP75IIHF,"None of the charging blocks with 18 different cables most of them brand new, will not fast charge",I'm really not sure how Amazon can claim this as a best seller. When I have an Amazon fire tab 10 with the cable that came with your tablet from Amazon. And I have a Samsung Galaxy s8 plus. With 18 different cables none of the three charging blocks fast charge. Ended the title and the description says that it is a fast charger. so I'm not sure if they sent me the wrong ones or not but buyer beware..,1
B08JYH992T,RNZCUCV7QUM3A,Child safety,"This charger is pretty much dummy proof, it’s slick and classy. I have an Otterbox defender series on my iPhone 8 Plus and that’s where it won me over, this wireless charger manages to charge my phone without the need to remove my case. The only downside to this product is that it lacks the wall socket charger but that’s no biggie since I used my original charger which I assume saves me a few $$$ for having to pay for something I already have.
I was so impressed with this charger that I ordered 3 more for all my family to include my 5 year old. The lights on the top plate of the wireless charger are very easy to read for my toddler and even she knows now if the phone is placed correctly and charging or if it needs adjustment.
Another big plus is the safety of my daughter not having to need to handle any wires to charge or disconnect our phones for her when she decides to jack up our data all day in the road (not that I let her plug in my phone but having to stop to attend my 5 year old is a demanding job especially if the phones dying). Thank you for the very well crafted charger.",5
B08YJNZMKW,R3FPAS0U4WR7HR,Easy to use and great functionality,Effective design makes it easy to use and still see phone while charging. Looks good in the office and is well made.,5
B082ZY5GXX,R1F7ERACNPHVU5,Car issues,Does not fit my car.🤦🏾‍♀️,1
B089KCSRZK,R1SQNLTWWOURLZ,Great price for the lot of chargers,It works,5
B0995QL2LJ,R2Q9SYIJWPMRP3,Awesome find!!!,"Best 3 in 1 charger I've had, holds everything in place. Glad I purchased 2 of them, I love them.",5
B07VDHKR9K,R2PSZ4P10OXLCH,"No double chime, but still fast charges iphone","I bought this mostly because this charger features 2 USB-C ports. When I travel, I can just take 1 charger and it will charge both me and my partner's phone.

This charger is sturdily made. It isn't very big, and the legs can be folded up. It comes with a USB-C cable, although I use a USB-C to lightning cable for my iPhone.

It does not give the double chime that a regular iPhone would when it fast charge. It still does charge very quickly though. It probably is just an Apple thing.",5
B07L3GSVWK,R1KRY6FBAQHBUM,Ok,Get what you pay for,5
B07G299X5P,R2JTL2CWSFL5WV,Trash,It says that it's fast charging but it's not so it's horrible to me.,1
B09N982NDT,RJI5AFBJXNED5,Awesome,This is a great charger. Saved me alot of space,5
B07WFB6QMV,R7KOK89ZWXO4Y,Works Great,Its A Quick Charge---I have one at home and one at work.,5
B076NQM7GM,R3LSPKI4MQK9PB,Flat out didn't work. Plugged them in and nothing ...,Flat out didn't work. Plugged them in and nothing happened for all three of the plugs I received.,1
